2025-06-03 08:38:26 | INFO | ERPConnectionEntity initialized with mandant %s
2025-06-03 08:38:31 | INFO | BpNT.Application dispatched successfully
2025-06-03 08:38:31 | INFO | Mandant set to %s
2025-06-03 08:38:33 | INFO | ERP connected: mandant=%s, user=%s
2025-06-03 08:38:34 | INFO | ERP customer %s updated
2025-06-03 08:38:34 | INFO | Object Adressen destroyed
2025-06-03 08:38:34 | INFO | Object Adressen destroyed
2025-06-03 08:38:34 | INFO | Object Anschriften destroyed
2025-06-03 08:38:34 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-06-03 08:38:34 | INFO | Retrieving positions for order %s
2025-06-03 08:38:34 | INFO | Retrieved %d positions for order %s
2025-06-03 08:38:35 | INFO | looking for
2025-06-03 08:38:35 | INFO | 581003 Quick-Tabs blau
2025-06-03 08:38:35 | INFO | Add Position: 
2025-06-03 08:38:35 | INFO | Object Artikel destroyed
2025-06-03 08:38:35 | INFO | Object Artikel destroyed
2025-06-03 08:38:36 | INFO | ERP connection closed successfully.
2025-06-03 08:38:36 | INFO | Object Vorgang destroyed
2025-06-03 08:38:36 | INFO | No ERP connection to close.
2025-06-03 08:41:57 | INFO | Try updating order 74995 with payment status: 10 and order status: 2
2025-06-03 08:42:09 | INFO | ERPConnectionEntity initialized with mandant %s
2025-06-03 08:42:15 | INFO | BpNT.Application dispatched successfully
2025-06-03 08:42:15 | INFO | Mandant set to %s
2025-06-03 08:42:16 | INFO | ERP connected: mandant=%s, user=%s
2025-06-03 08:42:17 | INFO | Object Adressen destroyed
2025-06-03 08:42:17 | INFO | Object Adressen destroyed
2025-06-03 08:42:17 | INFO | Object Anschriften destroyed
2025-06-03 08:42:17 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-06-03 08:42:17 | INFO | Retrieving positions for order %s
2025-06-03 08:42:17 | INFO | Retrieved %d positions for order %s
2025-06-03 08:42:17 | INFO | looking for
2025-06-03 08:42:17 | INFO | 104522 Archivboxen weiß
2025-06-03 08:42:17 | INFO | Add Position: 
2025-06-03 08:42:18 | INFO | Object Artikel destroyed
2025-06-03 08:42:18 | INFO | Object Artikel destroyed
2025-06-03 08:42:18 | INFO | ERP connection closed successfully.
2025-06-03 08:42:18 | INFO | Object Vorgang destroyed
2025-06-03 08:42:18 | INFO | No ERP connection to close.
2025-06-03 08:48:04 | INFO | Try updating order 74999 with payment status: 10 and order status: 2
2025-06-03 08:48:13 | INFO | ERPConnectionEntity initialized with mandant %s
2025-06-03 08:48:19 | INFO | BpNT.Application dispatched successfully
2025-06-03 08:48:19 | INFO | Mandant set to %s
2025-06-03 08:48:20 | INFO | ERP connected: mandant=%s, user=%s
2025-06-03 08:48:21 | INFO | Object Adressen destroyed
2025-06-03 08:48:21 | INFO | Object Adressen destroyed
2025-06-03 08:48:21 | INFO | Object Anschriften destroyed
2025-06-03 08:48:21 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-06-03 08:48:21 | INFO | Retrieving positions for order %s
2025-06-03 08:48:21 | INFO | Retrieved %d positions for order %s
2025-06-03 08:48:22 | INFO | looking for
2025-06-03 08:48:22 | INFO | 594120 GO-Box | Aktentaschen-Stil, 25
2025-06-03 08:48:22 | INFO | Add Position: 
2025-06-03 08:48:22 | INFO | Object Artikel destroyed
2025-06-03 08:48:22 | INFO | 594110 GO-Box | Aktentaschen-Stil, 45
2025-06-03 08:48:22 | INFO | Add Position: 
2025-06-03 08:48:22 | INFO | Object Artikel destroyed
2025-06-03 08:48:22 | INFO | 581000 Quick-Tabs weiß
2025-06-03 08:48:22 | INFO | Add Position: 
2025-06-03 08:48:23 | INFO | Object Artikel destroyed
2025-06-03 08:48:23 | INFO | 900000 Basic-Set
2025-06-03 08:48:23 | INFO | Add Position: 
2025-06-03 08:48:23 | INFO | Object Artikel destroyed
2025-06-03 08:48:23 | INFO | 104522 Archivboxen weiß
2025-06-03 08:48:23 | INFO | Add Position: 
2025-06-03 08:48:23 | INFO | Object Artikel destroyed
2025-06-03 08:48:24 | INFO | ERP connection closed successfully.
2025-06-03 08:48:24 | INFO | Object Vorgang destroyed
2025-06-03 08:48:24 | INFO | No ERP connection to close.
2025-06-03 08:51:03 | INFO | Try updating order 75012 with payment status: 10 and order status: 2
2025-06-03 08:52:10 | INFO | ERPConnectionEntity initialized with mandant %s
2025-06-03 08:52:15 | INFO | BpNT.Application dispatched successfully
2025-06-03 08:52:15 | INFO | Mandant set to %s
2025-06-03 08:52:17 | INFO | ERP connected: mandant=%s, user=%s
2025-06-03 08:52:18 | INFO | ERP customer %s updated
2025-06-03 08:52:18 | INFO | Object Adressen destroyed
2025-06-03 08:52:18 | INFO | Object Adressen destroyed
2025-06-03 08:52:18 | INFO | Object Anschriften destroyed
2025-06-03 08:52:18 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-06-03 08:52:18 | INFO | Retrieving positions for order %s
2025-06-03 08:52:18 | INFO | Retrieved %d positions for order %s
2025-06-03 08:52:18 | INFO | looking for
2025-06-03 08:52:19 | INFO | 104014 Kunststoffboxen lichtgrau
2025-06-03 08:52:19 | INFO | Add Position: 
2025-06-03 08:52:19 | INFO | Object Artikel destroyed
2025-06-03 08:52:19 | INFO | 581003 Quick-Tabs blau
2025-06-03 08:52:19 | INFO | Add Position: 
2025-06-03 08:52:19 | INFO | Object Artikel destroyed
2025-06-03 08:52:19 | INFO | 104170 Orgaständer aus Acrylglas
2025-06-03 08:52:19 | INFO | Add Position: 
2025-06-03 08:52:20 | INFO | Object Artikel destroyed
2025-06-03 08:52:20 | INFO | 104522 Archivboxen weiß
2025-06-03 08:52:20 | INFO | Add Position: 
2025-06-03 08:52:20 | INFO | Object Artikel destroyed
2025-06-03 08:52:20 | INFO | Object Artikel destroyed
2025-06-03 08:52:21 | INFO | ERP connection closed successfully.
2025-06-03 08:52:21 | INFO | Object Vorgang destroyed
2025-06-03 08:52:21 | INFO | No ERP connection to close.
2025-06-03 08:52:33 | INFO | Try updating order 75001 with payment status: 10 and order status: 2
