2025-05-08 08:21:44 | INFO | ERPConnectionEntity initialized with mandant %s
2025-05-08 08:21:49 | INFO | Try updating order 74699 with payment status: 10 and order status: 2
2025-05-08 08:21:52 | INFO | BpNT.Application dispatched successfully
2025-05-08 08:21:52 | INFO | Mandant set to %s
2025-05-08 08:21:53 | INFO | ERP connected: mandant=%s, user=%s
2025-05-08 08:21:54 | INFO | Object Adressen destroyed
2025-05-08 08:21:54 | INFO | Object Adressen destroyed
2025-05-08 08:21:54 | INFO | Object Anschriften destroyed
2025-05-08 08:21:54 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-05-08 08:21:54 | INFO | Retrieving positions for order %s
2025-05-08 08:21:54 | INFO | Retrieved %d positions for order %s
2025-05-08 08:21:55 | INFO | looking for
2025-05-08 08:21:55 | INFO | 204009 Orgamappen 90 hb
2025-05-08 08:21:55 | INFO | Add Position: 
2025-05-08 08:21:55 | INFO | Object Artikel destroyed
2025-05-08 08:21:55 | INFO | Object Artikel destroyed
2025-05-08 08:21:55 | INFO | ERP connection closed successfully.
2025-05-08 08:21:55 | INFO | Object Vorgang destroyed
2025-05-08 08:21:55 | INFO | No ERP connection to close.
2025-05-08 08:28:24 | INFO | ERPConnectionEntity initialized with mandant %s
2025-05-08 08:28:26 | INFO | Try updating order 74701 with payment status: 10 and order status: 2
2025-05-08 08:28:30 | INFO | BpNT.Application dispatched successfully
2025-05-08 08:28:30 | INFO | Mandant set to %s
2025-05-08 08:28:32 | INFO | ERP connected: mandant=%s, user=%s
2025-05-08 08:28:32 | INFO | Object Adressen destroyed
2025-05-08 08:28:32 | INFO | Object Adressen destroyed
2025-05-08 08:28:32 | INFO | Object Anschriften destroyed
2025-05-08 08:28:33 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-05-08 08:28:33 | INFO | Retrieving positions for order %s
2025-05-08 08:28:33 | INFO | Retrieved %d positions for order %s
2025-05-08 08:28:33 | INFO | looking for
2025-05-08 08:28:33 | INFO | 204011 Orgamappen Recycling (FSC®) 170, weiß
2025-05-08 08:28:33 | INFO | Add Position: 
2025-05-08 08:28:33 | INFO | Object Artikel destroyed
2025-05-08 08:28:33 | INFO | 581005 Quick-Tabs rosa
2025-05-08 08:28:33 | INFO | Add Position: 
2025-05-08 08:28:33 | INFO | Object Artikel destroyed
2025-05-08 08:28:33 | INFO | 581002 Quick-Tabs rot
2025-05-08 08:28:33 | INFO | Add Position: 
2025-05-08 08:28:33 | INFO | Object Artikel destroyed
2025-05-08 08:28:33 | INFO | 581007 Quick-Tabs hellrot
2025-05-08 08:28:33 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 581009 Quick-Tabs hellbraun
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 581019 Quick-Tabs hellgelb
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 104522 Archivboxen weiß
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 104033 Kunststoffboxen magenta red
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 104032 Kunststoffboxen azure blue
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 510214 Entnahmekarten
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 224551 Transparenthüllen
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:34 | INFO | Object Artikel destroyed
2025-05-08 08:28:34 | INFO | 204113V24 Orgamappen mit Sonderdruck/Kunden
2025-05-08 08:28:34 | INFO | Add Position: 
2025-05-08 08:28:35 | INFO | Object Artikel destroyed
2025-05-08 08:28:35 | INFO | ERP connection closed successfully.
2025-05-08 08:28:35 | INFO | Object Vorgang destroyed
2025-05-08 08:28:35 | INFO | No ERP connection to close.
2025-05-08 08:36:03 | INFO | ERPConnectionEntity initialized with mandant %s
2025-05-08 08:36:07 | INFO | Try updating order 74704 with payment status: 17 and order status: 1
2025-05-08 08:36:08 | INFO | BpNT.Application dispatched successfully
2025-05-08 08:36:08 | INFO | Mandant set to %s
2025-05-08 08:36:09 | INFO | ERP connected: mandant=%s, user=%s
2025-05-08 08:36:10 | INFO | Object Adressen destroyed
2025-05-08 08:36:10 | INFO | Object Adressen destroyed
2025-05-08 08:36:10 | INFO | Object Anschriften destroyed
2025-05-08 08:36:10 | INFO | ERPOrderController initialized, last_sync_date=%s
2025-05-08 08:36:10 | INFO | Retrieving positions for order %s
2025-05-08 08:36:10 | INFO | Retrieved %d positions for order %s
2025-05-08 08:36:10 | INFO | looking for
2025-05-08 08:36:10 | INFO | 581000 Quick-Tabs weiß
2025-05-08 08:36:10 | INFO | Add Position: 
2025-05-08 08:36:10 | INFO | Object Artikel destroyed
2025-05-08 08:36:10 | INFO | 581001 Quick-Tabs gelb
2025-05-08 08:36:10 | INFO | Add Position: 
2025-05-08 08:36:10 | INFO | Object Artikel destroyed
2025-05-08 08:36:10 | INFO | 581012 Quick-Tabs hellviolett
2025-05-08 08:36:10 | INFO | Add Position: 
2025-05-08 08:36:11 | INFO | Object Artikel destroyed
2025-05-08 08:36:11 | INFO | 581005 Quick-Tabs rosa
2025-05-08 08:36:11 | INFO | Add Position: 
2025-05-08 08:36:11 | INFO | Object Artikel destroyed
2025-05-08 08:36:11 | INFO | 581007 Quick-Tabs hellrot
2025-05-08 08:36:11 | INFO | Add Position: 
2025-05-08 08:36:11 | INFO | Object Artikel destroyed
